date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,Month,Year,goal_diff,total_goals,decade,winner,is_world_cup,blowout,match_result
1930-07-13,Belgium,United States,0,3,FIFA World Cup,Montevideo,Uruguay,True,July,1930,-3,3,1930,United States,True,False,Belgium 0 - 3 United States
1930-07-13,France,Mexico,4,1,FIFA World Cup,Montevideo,Uruguay,True,July,1930,3,5,1930,France,True,False,France 4 - 1 Mexico
1930-07-14,Brazil,Yugoslavia,1,2,FIFA World Cup,Montevideo,Uruguay,True,July,1930,-1,3,1930,Yugoslavia,True,False,Brazil 1 - 2 Yugoslavia
1930-07-14,Peru,Romania,1,3,FIFA World Cup,Montevideo,Uruguay,True,July,1930,-2,4,1930,Romania,True,False,Peru 1 - 3 Romania
1930-07-15,Argentina,France,1,0,FIFA World Cup,Montevideo,Uruguay,True,July,1930,1,1,1930,Argentina,True,False,Argentina 1 - 0 France
1930-07-16,Chile,Mexico,3,0,FIFA World Cup,Montevideo,Uruguay,True,July,1930,3,3,1930,Chile,True,False,Chile 3 - 0 Mexico
1930-07-17,Bolivia,Yugoslavia,0,4,FIFA World Cup,Montevideo,Uruguay,True,July,1930,-4,4,1930,Yugoslavia,True,True,Bolivia 0 - 4 Yugoslavia
1930-07-17,Paraguay,United States,0,3,FIFA World Cup,Montevideo,Uruguay,True,July,1930,-3,3,1930,United States,True,False,Paraguay 0 - 3 United States
1930-07-18,Uruguay,Peru,1,0,FIFA World Cup,Montevideo,Uruguay,False,July,1930,1,1,1930,Uruguay,True,False,Uruguay 1 - 0 Peru
1930-07-19,Argentina,Mexico,6,3,FIFA World Cup,Montevideo,Uruguay,True,July,1930,3,9,1930,Argentina,True,False,Argentina 6 - 3 Mexico
1930-07-19,Chile,France,1,0,FIFA World Cup,Montevideo,Uruguay,True,July,1930,1,1,1930,Chile,True,False,Chile 1 - 0 France
1930-07-20,Belgium,Paraguay,0,1,FIFA World Cup,Montevideo,Uruguay,True,July,1930,-1,1,1930,Paraguay,True,False,Belgium 0 - 1 Paraguay
1930-07-20,Bolivia,Brazil,0,4,FIFA World Cup,Montevideo,Uruguay,True,July,1930,-4,4,1930,Brazil,True,True,Bolivia 0 - 4 Brazil
1930-07-21,Uruguay,Romania,4,0,FIFA World Cup,Montevideo,Uruguay,False,July,1930,4,4,1930,Uruguay,True,True,Uruguay 4 - 0 Romania
1930-07-22,Argentina,Chile,3,1,FIFA World Cup,Montevideo,Uruguay,True,July,1930,2,4,1930,Argentina,True,False,Argentina 3 - 1 Chile
1930-07-26,Argentina,United States,6,1,FIFA World Cup,Montevideo,Uruguay,True,July,1930,5,7,1930,Argentina,True,True,Argentina 6 - 1 United States
1930-07-27,Uruguay,Yugoslavia,6,1,FIFA World Cup,Montevideo,Uruguay,False,July,1930,5,7,1930,Uruguay,True,True,Uruguay 6 - 1 Yugoslavia
1930-07-30,Uruguay,Argentina,4,2,FIFA World Cup,Montevideo,Uruguay,False,July,1930,2,6,1930,Uruguay,True,False,Uruguay 4 - 2 Argentina
1934-06-01,Italy,Spain,1,0,FIFA World Cup,Florence,Italy,False,June,1934,1,1,1930,Italy,True,False,Italy 1 - 0 Spain
1934-06-03,Czechoslovakia,Germany,3,1,FIFA World Cup,Rome,Italy,True,June,1934,2,4,1930,Czechoslovakia,True,False,Czechoslovakia 3 - 1 Germany
1934-06-03,Italy,Austria,1,0,FIFA World Cup,Milan,Italy,False,June,1934,1,1,1930,Italy,True,False,Italy 1 - 0 Austria
1934-06-07,Austria,Germany,2,3,FIFA World Cup,Naples,Italy,True,June,1934,-1,5,1930,Germany,True,False,Austria 2 - 3 Germany
1934-06-10,Italy,Czechoslovakia,2,1,FIFA World Cup,Rome,Italy,False,June,1934,1,3,1930,Italy,True,False,Italy 2 - 1 Czechoslovakia
1938-06-04,Germany,Switzerland,1,1,FIFA World Cup,Paris,France,True,June,1938,0,2,1930,Draw,True,False,Germany 1 - 1 Switzerland
1938-06-05,Brazil,Poland,6,5,FIFA World Cup,Strasbourg,France,True,June,1938,1,11,1930,Brazil,True,False,Brazil 6 - 5 Poland
1938-06-05,Cuba,Romania,3,3,FIFA World Cup,Toulouse,France,True,June,1938,0,6,1930,Draw,True,False,Cuba 3 - 3 Romania
1938-06-05,Czechoslovakia,Netherlands,3,0,FIFA World Cup,Le Havre,France,True,June,1938,3,3,1930,Czechoslovakia,True,False,Czechoslovakia 3 - 0 Netherlands
1938-06-05,France,Belgium,3,1,FIFA World Cup,Colombes,France,False,June,1938,2,4,1930,France,True,False,France 3 - 1 Belgium
1938-06-05,Hungary,Indonesia,6,0,FIFA World Cup,Reims,France,True,June,1938,6,6,1930,Hungary,True,True,Hungary 6 - 0 Indonesia
1938-06-05,Italy,Norway,2,1,FIFA World Cup,Marseille,France,True,June,1938,1,3,1930,Italy,True,False,Italy 2 - 1 Norway
1938-06-09,Cuba,Romania,2,1,FIFA World Cup,Toulouse,France,True,June,1938,1,3,1930,Cuba,True,False,Cuba 2 - 1 Romania
1938-06-09,Germany,Switzerland,2,4,FIFA World Cup,Paris,France,True,June,1938,-2,6,1930,Switzerland,True,False,Germany 2 - 4 Switzerland
1938-06-12,Brazil,Czechoslovakia,1,1,FIFA World Cup,Bordeaux,France,True,June,1938,0,2,1930,Draw,True,False,Brazil 1 - 1 Czechoslovakia
1938-06-12,Cuba,Sweden,0,8,FIFA World Cup,Antibes,France,True,June,1938,-8,8,1930,Sweden,True,True,Cuba 0 - 8 Sweden
1938-06-12,France,Italy,1,3,FIFA World Cup,Colombes,France,False,June,1938,-2,4,1930,Italy,True,False,France 1 - 3 Italy
1938-06-12,Hungary,Switzerland,2,0,FIFA World Cup,Lille,France,True,June,1938,2,2,1930,Hungary,True,False,Hungary 2 - 0 Switzerland
1938-06-14,Brazil,Czechoslovakia,2,1,FIFA World Cup,Bordeaux,France,True,June,1938,1,3,1930,Brazil,True,False,Brazil 2 - 1 Czechoslovakia
1938-06-16,Brazil,Italy,1,2,FIFA World Cup,Marseille,France,True,June,1938,-1,3,1930,Italy,True,False,Brazil 1 - 2 Italy
1938-06-16,Hungary,Sweden,5,1,FIFA World Cup,Paris,France,True,June,1938,4,6,1930,Hungary,True,True,Hungary 5 - 1 Sweden
1938-06-19,Brazil,Sweden,4,2,FIFA World Cup,Bordeaux,France,True,June,1938,2,6,1930,Brazil,True,False,Brazil 4 - 2 Sweden
1938-06-19,Hungary,Italy,2,4,FIFA World Cup,Colombes,France,True,June,1938,-2,6,1930,Italy,True,False,Hungary 2 - 4 Italy
1950-06-24,Brazil,Mexico,4,0,FIFA World Cup,Rio de Janeiro,Brazil,False,June,1950,4,4,1950,Brazil,True,True,Brazil 4 - 0 Mexico
1950-06-25,Chile,England,0,2,FIFA World Cup,Rio de Janeiro,Brazil,True,June,1950,-2,2,1950,England,True,False,Chile 0 - 2 England
1950-06-25,Italy,Sweden,2,3,FIFA World Cup,São Paulo,Brazil,True,June,1950,-1,5,1950,Sweden,True,False,Italy 2 - 3 Sweden
1950-06-25,Spain,United States,3,1,FIFA World Cup,Curitiba,Brazil,True,June,1950,2,4,1950,Spain,True,False,Spain 3 - 1 United States
1950-06-25,Switzerland,Yugoslavia,0,3,FIFA World Cup,Belo Horizonte,Brazil,True,June,1950,-3,3,1950,Yugoslavia,True,False,Switzerland 0 - 3 Yugoslavia
1950-06-28,Brazil,Switzerland,2,2,FIFA World Cup,São Paulo,Brazil,False,June,1950,0,4,1950,Draw,True,False,Brazil 2 - 2 Switzerland
1950-06-28,Mexico,Yugoslavia,1,4,FIFA World Cup,Porto Alegre,Brazil,True,June,1950,-3,5,1950,Yugoslavia,True,False,Mexico 1 - 4 Yugoslavia
1950-06-29,Chile,Spain,0,2,FIFA World Cup,Rio de Janeiro,Brazil,True,June,1950,-2,2,1950,Spain,True,False,Chile 0 - 2 Spain
1950-06-29,England,United States,0,1,FIFA World Cup,Belo Horizonte,Brazil,True,June,1950,-1,1,1950,United States,True,False,England 0 - 1 United States
1950-06-29,Paraguay,Sweden,2,2,FIFA World Cup,Curitiba,Brazil,True,June,1950,0,4,1950,Draw,True,False,Paraguay 2 - 2 Sweden
1950-07-01,Brazil,Yugoslavia,2,0,FIFA World Cup,Rio de Janeiro,Brazil,False,July,1950,2,2,1950,Brazil,True,False,Brazil 2 - 0 Yugoslavia
1950-07-02,Bolivia,Uruguay,0,8,FIFA World Cup,Belo Horizonte,Brazil,True,July,1950,-8,8,1950,Uruguay,True,True,Bolivia 0 - 8 Uruguay
1950-07-02,Chile,United States,5,2,FIFA World Cup,Recife,Brazil,True,July,1950,3,7,1950,Chile,True,False,Chile 5 - 2 United States
1950-07-02,England,Spain,0,1,FIFA World Cup,Rio de Janeiro,Brazil,True,July,1950,-1,1,1950,Spain,True,False,England 0 - 1 Spain
1950-07-02,Italy,Paraguay,2,0,FIFA World Cup,São Paulo,Brazil,True,July,1950,2,2,1950,Italy,True,False,Italy 2 - 0 Paraguay
1950-07-02,Mexico,Switzerland,1,2,FIFA World Cup,Porto Alegre,Brazil,True,July,1950,-1,3,1950,Switzerland,True,False,Mexico 1 - 2 Switzerland
1950-07-09,Brazil,Sweden,7,1,FIFA World Cup,Rio de Janeiro,Brazil,False,July,1950,6,8,1950,Brazil,True,True,Brazil 7 - 1 Sweden
1950-07-09,Spain,Uruguay,2,2,FIFA World Cup,São Paulo,Brazil,True,July,1950,0,4,1950,Draw,True,False,Spain 2 - 2 Uruguay
1950-07-13,Brazil,Spain,6,1,FIFA World Cup,Rio de Janeiro,Brazil,False,July,1950,5,7,1950,Brazil,True,True,Brazil 6 - 1 Spain
1950-07-13,Sweden,Uruguay,2,3,FIFA World Cup,São Paulo,Brazil,True,July,1950,-1,5,1950,Uruguay,True,False,Sweden 2 - 3 Uruguay
1950-07-16,Brazil,Uruguay,1,2,FIFA World Cup,Rio de Janeiro,Brazil,False,July,1950,-1,3,1950,Uruguay,True,False,Brazil 1 - 2 Uruguay
1950-07-16,Spain,Sweden,1,3,FIFA World Cup,São Paulo,Brazil,True,July,1950,-2,4,1950,Sweden,True,False,Spain 1 - 3 Sweden
1954-06-16,Austria,Scotland,1,0,FIFA World Cup,Zürich,Switzerland,True,June,1954,1,1,1950,Austria,True,False,Austria 1 - 0 Scotland
1954-06-16,Brazil,Mexico,5,0,FIFA World Cup,Geneva,Switzerland,True,June,1954,5,5,1950,Brazil,True,True,Brazil 5 - 0 Mexico
1954-06-16,Czechoslovakia,Uruguay,0,2,FIFA World Cup,Bern,Switzerland,True,June,1954,-2,2,1950,Uruguay,True,False,Czechoslovakia 0 - 2 Uruguay
1954-06-16,France,Yugoslavia,0,1,FIFA World Cup,Lausanne,Switzerland,True,June,1954,-1,1,1950,Yugoslavia,True,False,France 0 - 1 Yugoslavia
1954-06-17,Belgium,England,4,4,FIFA World Cup,Basel,Switzerland,True,June,1954,0,8,1950,Draw,True,False,Belgium 4 - 4 England
1954-06-17,Germany,Turkey,4,1,FIFA World Cup,Bern,Switzerland,True,June,1954,3,5,1950,Germany,True,False,Germany 4 - 1 Turkey
1954-06-17,Hungary,South Korea,9,0,FIFA World Cup,Zürich,Switzerland,True,June,1954,9,9,1950,Hungary,True,True,Hungary 9 - 0 South Korea
1954-06-17,Switzerland,Italy,2,1,FIFA World Cup,Lausanne,Switzerland,False,June,1954,1,3,1950,Switzerland,True,False,Switzerland 2 - 1 Italy
1954-06-19,Austria,Czechoslovakia,5,0,FIFA World Cup,Zürich,Switzerland,True,June,1954,5,5,1950,Austria,True,True,Austria 5 - 0 Czechoslovakia
1954-06-19,Brazil,Yugoslavia,1,1,FIFA World Cup,Lausanne,Switzerland,True,June,1954,0,2,1950,Draw,True,False,Brazil 1 - 1 Yugoslavia
1954-06-19,France,Mexico,3,2,FIFA World Cup,Geneva,Switzerland,True,June,1954,1,5,1950,France,True,False,France 3 - 2 Mexico
1954-06-19,Scotland,Uruguay,0,7,FIFA World Cup,Basel,Switzerland,True,June,1954,-7,7,1950,Uruguay,True,True,Scotland 0 - 7 Uruguay
1954-06-20,Belgium,Italy,1,4,FIFA World Cup,Lugano,Switzerland,True,June,1954,-3,5,1950,Italy,True,False,Belgium 1 - 4 Italy
1954-06-20,Germany,Hungary,3,8,FIFA World Cup,Basel,Switzerland,True,June,1954,-5,11,1950,Hungary,True,True,Germany 3 - 8 Hungary
1954-06-20,South Korea,Turkey,0,7,FIFA World Cup,Geneva,Switzerland,True,June,1954,-7,7,1950,Turkey,True,True,South Korea 0 - 7 Turkey
1954-06-20,Switzerland,England,0,2,FIFA World Cup,Bern,Switzerland,False,June,1954,-2,2,1950,England,True,False,Switzerland 0 - 2 England
1954-06-23,Germany,Turkey,7,2,FIFA World Cup,Zürich,Switzerland,True,June,1954,5,9,1950,Germany,True,True,Germany 7 - 2 Turkey
1954-06-23,Switzerland,Italy,4,1,FIFA World Cup,Basel,Switzerland,False,June,1954,3,5,1950,Switzerland,True,False,Switzerland 4 - 1 Italy
1954-06-26,England,Uruguay,2,4,FIFA World Cup,Basel,Switzerland,True,June,1954,-2,6,1950,Uruguay,True,False,England 2 - 4 Uruguay
1954-06-26,Switzerland,Austria,5,7,FIFA World Cup,Lausanne,Switzerland,False,June,1954,-2,12,1950,Austria,True,False,Switzerland 5 - 7 Austria
1954-06-27,Brazil,Hungary,2,4,FIFA World Cup,Bern,Switzerland,True,June,1954,-2,6,1950,Hungary,True,False,Brazil 2 - 4 Hungary
1954-06-27,Germany,Yugoslavia,2,0,FIFA World Cup,Geneva,Switzerland,True,June,1954,2,2,1950,Germany,True,False,Germany 2 - 0 Yugoslavia
1954-06-30,Austria,Germany,1,6,FIFA World Cup,Basel,Switzerland,True,June,1954,-5,7,1950,Germany,True,True,Austria 1 - 6 Germany
1954-06-30,Hungary,Uruguay,4,2,FIFA World Cup,Lausanne,Switzerland,True,June,1954,2,6,1950,Hungary,True,False,Hungary 4 - 2 Uruguay
1954-07-03,Austria,Uruguay,3,1,FIFA World Cup,Zürich,Switzerland,True,July,1954,2,4,1950,Austria,True,False,Austria 3 - 1 Uruguay
1954-07-04,Germany,Hungary,3,2,FIFA World Cup,Bern,Switzerland,True,July,1954,1,5,1950,Germany,True,False,Germany 3 - 2 Hungary
1958-06-08,Argentina,Germany,1,3,FIFA World Cup,Malmö,Sweden,True,June,1958,-2,4,1950,Germany,True,False,Argentina 1 - 3 Germany
1958-06-08,Austria,Brazil,0,3,FIFA World Cup,Uddevalla,Sweden,True,June,1958,-3,3,1950,Brazil,True,False,Austria 0 - 3 Brazil
1958-06-08,Czechoslovakia,Northern Ireland,0,1,FIFA World Cup,Halmstad,Sweden,True,June,1958,-1,1,1950,Northern Ireland,True,False,Czechoslovakia 0 - 1 Northern Ireland
1958-06-08,England,Russia,2,2,FIFA World Cup,Gothenburg,Sweden,True,June,1958,0,4,1950,Draw,True,False,England 2 - 2 Russia
1958-06-08,France,Paraguay,7,3,FIFA World Cup,Norrköping,Sweden,True,June,1958,4,10,1950,France,True,True,France 7 - 3 Paraguay
1958-06-08,Hungary,Wales,1,1,FIFA World Cup,Sandviken,Sweden,True,June,1958,0,2,1950,Draw,True,False,Hungary 1 - 1 Wales
1958-06-08,Scotland,Yugoslavia,1,1,FIFA World Cup,Västerås,Sweden,True,June,1958,0,2,1950,Draw,True,False,Scotland 1 - 1 Yugoslavia
1958-06-08,Sweden,Mexico,3,0,FIFA World Cup,Solna,Sweden,False,June,1958,3,3,1950,Sweden,True,False,Sweden 3 - 0 Mexico
1958-06-11,Argentina,Northern Ireland,3,1,FIFA World Cup,Halmstad,Sweden,True,June,1958,2,4,1950,Argentina,True,False,Argentina 3 - 1 Northern Ireland
1958-06-11,Austria,Russia,0,2,FIFA World Cup,Borås,Sweden,True,June,1958,-2,2,1950,Russia,True,False,Austria 0 - 2 Russia
1958-06-11,Brazil,England,0,0,FIFA World Cup,Gothenburg,Sweden,True,June,1958,0,0,1950,Draw,True,False,Brazil 0 - 0 England
1958-06-11,Czechoslovakia,Germany,2,2,FIFA World Cup,Helsingborg,Sweden,True,June,1958,0,4,1950,Draw,True,False,Czechoslovakia 2 - 2 Germany
1958-06-11,France,Yugoslavia,2,3,FIFA World Cup,Västerås,Sweden,True,June,1958,-1,5,1950,Yugoslavia,True,False,France 2 - 3 Yugoslavia
1958-06-11,Mexico,Wales,1,1,FIFA World Cup,Solna,Sweden,True,June,1958,0,2,1950,Draw,True,False,Mexico 1 - 1 Wales
1958-06-11,Paraguay,Scotland,3,2,FIFA World Cup,Norrköping,Sweden,True,June,1958,1,5,1950,Paraguay,True,False,Paraguay 3 - 2 Scotland
1958-06-12,Sweden,Hungary,2,1,FIFA World Cup,Solna,Sweden,False,June,1958,1,3,1950,Sweden,True,False,Sweden 2 - 1 Hungary
1958-06-15,Argentina,Czechoslovakia,1,6,FIFA World Cup,Helsingborg,Sweden,True,June,1958,-5,7,1950,Czechoslovakia,True,True,Argentina 1 - 6 Czechoslovakia
1958-06-15,Austria,England,2,2,FIFA World Cup,Borås,Sweden,True,June,1958,0,4,1950,Draw,True,False,Austria 2 - 2 England
1958-06-15,Brazil,Russia,2,0,FIFA World Cup,Gothenburg,Sweden,True,June,1958,2,2,1950,Brazil,True,False,Brazil 2 - 0 Russia
1958-06-15,France,Scotland,2,1,FIFA World Cup,Örebro,Sweden,True,June,1958,1,3,1950,France,True,False,France 2 - 1 Scotland
1958-06-15,Germany,Northern Ireland,2,2,FIFA World Cup,Malmö,Sweden,True,June,1958,0,4,1950,Draw,True,False,Germany 2 - 2 Northern Ireland
1958-06-15,Hungary,Mexico,4,0,FIFA World Cup,Sandviken,Sweden,True,June,1958,4,4,1950,Hungary,True,True,Hungary 4 - 0 Mexico
1958-06-15,Paraguay,Yugoslavia,3,3,FIFA World Cup,Eskilstuna,Sweden,True,June,1958,0,6,1950,Draw,True,False,Paraguay 3 - 3 Yugoslavia
1958-06-15,Sweden,Wales,0,0,FIFA World Cup,Solna,Sweden,False,June,1958,0,0,1950,Draw,True,False,Sweden 0 - 0 Wales
1958-06-17,Czechoslovakia,Northern Ireland,1,2,FIFA World Cup,Malmö,Sweden,True,June,1958,-1,3,1950,Northern Ireland,True,False,Czechoslovakia 1 - 2 Northern Ireland
1958-06-17,England,Russia,0,1,FIFA World Cup,Gothenburg,Sweden,True,June,1958,-1,1,1950,Russia,True,False,England 0 - 1 Russia
1958-06-17,Hungary,Wales,1,2,FIFA World Cup,Solna,Sweden,True,June,1958,-1,3,1950,Wales,True,False,Hungary 1 - 2 Wales
1958-06-19,Brazil,Wales,1,0,FIFA World Cup,Gothenburg,Sweden,True,June,1958,1,1,1950,Brazil,True,False,Brazil 1 - 0 Wales
1958-06-19,France,Northern Ireland,4,0,FIFA World Cup,Norrköping,Sweden,True,June,1958,4,4,1950,France,True,True,France 4 - 0 Northern Ireland
1958-06-19,Germany,Yugoslavia,1,0,FIFA World Cup,Malmö,Sweden,True,June,1958,1,1,1950,Germany,True,False,Germany 1 - 0 Yugoslavia
1958-06-19,Sweden,Russia,2,0,FIFA World Cup,Solna,Sweden,False,June,1958,2,2,1950,Sweden,True,False,Sweden 2 - 0 Russia
1958-06-24,Brazil,France,5,2,FIFA World Cup,Solna,Sweden,True,June,1958,3,7,1950,Brazil,True,False,Brazil 5 - 2 France
1958-06-24,Sweden,Germany,3,1,FIFA World Cup,Gothenburg,Sweden,False,June,1958,2,4,1950,Sweden,True,False,Sweden 3 - 1 Germany
1958-06-28,France,Germany,6,3,FIFA World Cup,Gothenburg,Sweden,True,June,1958,3,9,1950,France,True,False,France 6 - 3 Germany
1958-06-29,Sweden,Brazil,2,5,FIFA World Cup,Solna,Sweden,False,June,1958,-3,7,1950,Brazil,True,False,Sweden 2 - 5 Brazil
1962-06-02,Argentina,England,1,3,FIFA World Cup,Rancagua,Chile,True,June,1962,-2,4,1960,England,True,False,Argentina 1 - 3 England
1962-06-02,Brazil,Czechoslovakia,0,0,FIFA World Cup,Viña del Mar,Chile,True,June,1962,0,0,1960,Draw,True,False,Brazil 0 - 0 Czechoslovakia
1962-06-02,Chile,Italy,2,0,FIFA World Cup,Santiago,Chile,False,June,1962,2,2,1960,Chile,True,False,Chile 2 - 0 Italy
1962-06-02,Uruguay,Yugoslavia,1,3,FIFA World Cup,Arica,Chile,True,June,1962,-2,4,1960,Yugoslavia,True,False,Uruguay 1 - 3 Yugoslavia
1962-06-03,Bulgaria,Hungary,1,6,FIFA World Cup,Rancagua,Chile,True,June,1962,-5,7,1960,Hungary,True,True,Bulgaria 1 - 6 Hungary
1962-06-03,Colombia,Russia,4,4,FIFA World Cup,Arica,Chile,True,June,1962,0,8,1960,Draw,True,False,Colombia 4 - 4 Russia
1962-06-03,Germany,Switzerland,2,1,FIFA World Cup,Santiago,Chile,True,June,1962,1,3,1960,Germany,True,False,Germany 2 - 1 Switzerland
1962-06-03,Mexico,Spain,0,1,FIFA World Cup,Viña del Mar,Chile,True,June,1962,-1,1,1960,Spain,True,False,Mexico 0 - 1 Spain
1962-06-06,Argentina,Hungary,0,0,FIFA World Cup,Rancagua,Chile,True,June,1962,0,0,1960,Draw,True,False,Argentina 0 - 0 Hungary
1962-06-06,Brazil,Spain,2,1,FIFA World Cup,Viña del Mar,Chile,True,June,1962,1,3,1960,Brazil,True,False,Brazil 2 - 1 Spain
1962-06-06,Chile,Germany,0,2,FIFA World Cup,Santiago,Chile,False,June,1962,-2,2,1960,Germany,True,False,Chile 0 - 2 Germany
1962-06-06,Russia,Uruguay,2,1,FIFA World Cup,Arica,Chile,True,June,1962,1,3,1960,Russia,True,False,Russia 2 - 1 Uruguay
1962-06-07,Bulgaria,England,0,0,FIFA World Cup,Rancagua,Chile,True,June,1962,0,0,1960,Draw,True,False,Bulgaria 0 - 0 England
1962-06-07,Colombia,Yugoslavia,0,5,FIFA World Cup,Arica,Chile,True,June,1962,-5,5,1960,Yugoslavia,True,True,Colombia 0 - 5 Yugoslavia
1962-06-07,Czechoslovakia,Mexico,1,3,FIFA World Cup,Viña del Mar,Chile,True,June,1962,-2,4,1960,Mexico,True,False,Czechoslovakia 1 - 3 Mexico
1962-06-07,Italy,Switzerland,3,0,FIFA World Cup,Santiago,Chile,True,June,1962,3,3,1960,Italy,True,False,Italy 3 - 0 Switzerland
1962-06-10,Brazil,England,3,1,FIFA World Cup,Viña del Mar,Chile,True,June,1962,2,4,1960,Brazil,True,False,Brazil 3 - 1 England
1962-06-10,Chile,Russia,2,1,FIFA World Cup,Arica,Chile,False,June,1962,1,3,1960,Chile,True,False,Chile 2 - 1 Russia
1962-06-10,Czechoslovakia,Hungary,1,0,FIFA World Cup,Rancagua,Chile,True,June,1962,1,1,1960,Czechoslovakia,True,False,Czechoslovakia 1 - 0 Hungary
1962-06-10,Germany,Yugoslavia,0,1,FIFA World Cup,Santiago,Chile,True,June,1962,-1,1,1960,Yugoslavia,True,False,Germany 0 - 1 Yugoslavia
1962-06-13,Chile,Brazil,2,4,FIFA World Cup,Santiago,Chile,False,June,1962,-2,6,1960,Brazil,True,False,Chile 2 - 4 Brazil
1962-06-13,Czechoslovakia,Yugoslavia,3,1,FIFA World Cup,Viña del Mar,Chile,True,June,1962,2,4,1960,Czechoslovakia,True,False,Czechoslovakia 3 - 1 Yugoslavia
1962-06-16,Chile,Yugoslavia,1,0,FIFA World Cup,Santiago,Chile,False,June,1962,1,1,1960,Chile,True,False,Chile 1 - 0 Yugoslavia
1962-06-17,Brazil,Czechoslovakia,3,1,FIFA World Cup,Santiago,Chile,True,June,1962,2,4,1960,Brazil,True,False,Brazil 3 - 1 Czechoslovakia
1966-07-11,England,Uruguay,0,0,FIFA World Cup,London,England,False,July,1966,0,0,1960,Draw,True,False,England 0 - 0 Uruguay
1966-07-12,Brazil,Bulgaria,2,0,FIFA World Cup,Liverpool,England,True,July,1966,2,2,1960,Brazil,True,False,Brazil 2 - 0 Bulgaria
1966-07-12,Germany,Switzerland,5,0,FIFA World Cup,Sheffield,England,True,July,1966,5,5,1960,Germany,True,True,Germany 5 - 0 Switzerland
1966-07-12,North Korea,Russia,0,3,FIFA World Cup,Middlesbrough,England,True,July,1966,-3,3,1960,Russia,True,False,North Korea 0 - 3 Russia
1966-07-13,Argentina,Spain,2,1,FIFA World Cup,Birmingham,England,True,July,1966,1,3,1960,Argentina,True,False,Argentina 2 - 1 Spain
1966-07-13,Chile,Italy,0,2,FIFA World Cup,Sunderland,England,True,July,1966,-2,2,1960,Italy,True,False,Chile 0 - 2 Italy
1966-07-13,France,Mexico,1,1,FIFA World Cup,London,England,True,July,1966,0,2,1960,Draw,True,False,France 1 - 1 Mexico
1966-07-13,Hungary,Portugal,1,3,FIFA World Cup,Manchester,England,True,July,1966,-2,4,1960,Portugal,True,False,Hungary 1 - 3 Portugal
1966-07-15,Brazil,Hungary,1,3,FIFA World Cup,Liverpool,England,True,July,1966,-2,4,1960,Hungary,True,False,Brazil 1 - 3 Hungary
1966-07-15,Chile,North Korea,1,1,FIFA World Cup,Middlesbrough,England,True,July,1966,0,2,1960,Draw,True,False,Chile 1 - 1 North Korea
1966-07-15,France,Uruguay,1,2,FIFA World Cup,London,England,True,July,1966,-1,3,1960,Uruguay,True,False,France 1 - 2 Uruguay
1966-07-15,Spain,Switzerland,2,1,FIFA World Cup,Sheffield,England,True,July,1966,1,3,1960,Spain,True,False,Spain 2 - 1 Switzerland
1966-07-16,Argentina,Germany,0,0,FIFA World Cup,Birmingham,England,True,July,1966,0,0,1960,Draw,True,False,Argentina 0 - 0 Germany
1966-07-16,Bulgaria,Portugal,0,3,FIFA World Cup,Manchester,England,True,July,1966,-3,3,1960,Portugal,True,False,Bulgaria 0 - 3 Portugal
1966-07-16,England,Mexico,2,0,FIFA World Cup,London,England,False,July,1966,2,2,1960,England,True,False,England 2 - 0 Mexico
1966-07-16,Italy,Russia,0,1,FIFA World Cup,Sunderland,England,True,July,1966,-1,1,1960,Russia,True,False,Italy 0 - 1 Russia
1966-07-19,Argentina,Switzerland,2,0,FIFA World Cup,Sheffield,England,True,July,1966,2,2,1960,Argentina,True,False,Argentina 2 - 0 Switzerland
1966-07-19,Brazil,Portugal,1,3,FIFA World Cup,Liverpool,England,True,July,1966,-2,4,1960,Portugal,True,False,Brazil 1 - 3 Portugal
1966-07-19,Italy,North Korea,0,1,FIFA World Cup,Middlesbrough,England,True,July,1966,-1,1,1960,North Korea,True,False,Italy 0 - 1 North Korea
1966-07-19,Mexico,Uruguay,0,0,FIFA World Cup,London,England,True,July,1966,0,0,1960,Draw,True,False,Mexico 0 - 0 Uruguay
1966-07-20,Bulgaria,Hungary,1,3,FIFA World Cup,Manchester,England,True,July,1966,-2,4,1960,Hungary,True,False,Bulgaria 1 - 3 Hungary
1966-07-20,Chile,Russia,1,2,FIFA World Cup,Sunderland,England,True,July,1966,-1,3,1960,Russia,True,False,Chile 1 - 2 Russia
1966-07-20,England,France,2,0,FIFA World Cup,London,England,False,July,1966,2,2,1960,England,True,False,England 2 - 0 France
1966-07-20,Germany,Spain,2,1,FIFA World Cup,Birmingham,England,True,July,1966,1,3,1960,Germany,True,False,Germany 2 - 1 Spain
1966-07-23,England,Argentina,1,0,FIFA World Cup,London,England,False,July,1966,1,1,1960,England,True,False,England 1 - 0 Argentina
1966-07-23,Germany,Uruguay,4,0,FIFA World Cup,Sheffield,England,True,July,1966,4,4,1960,Germany,True,True,Germany 4 - 0 Uruguay
1966-07-23,Hungary,Russia,1,2,FIFA World Cup,Sunderland,England,True,July,1966,-1,3,1960,Russia,True,False,Hungary 1 - 2 Russia
1966-07-23,North Korea,Portugal,3,5,FIFA World Cup,Liverpool,England,True,July,1966,-2,8,1960,Portugal,True,False,North Korea 3 - 5 Portugal
