date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,Month,Year,goal_diff,total_goals,decade,winner,is_world_cup,blowout,match_result
2006-06-12,Italy,Ghana,2,0,FIFA World Cup,Hanover,Germany,True,June,2006,2,2,2000,Italy,True,False,Italy 2 - 0 Ghana
2006-06-12,United States,Czech Republic,0,3,FIFA World Cup,Gelsenkirchen,Germany,True,June,2006,-3,3,2000,Czech Republic,True,False,United States 0 - 3 Czech Republic
2006-06-13,Brazil,Croatia,1,0,FIFA World Cup,Berlin,Germany,True,June,2006,1,1,2000,Brazil,True,False,Brazil 1 - 0 Croatia
2006-06-13,France,Switzerland,0,0,FIFA World Cup,Stuttgart,Germany,True,June,2006,0,0,2000,Draw,True,False,France 0 - 0 Switzerland
2006-06-13,South Korea,Togo,2,1,FIFA World Cup,Frankfurt am Main,Germany,True,June,2006,1,3,2000,South Korea,True,False,South Korea 2 - 1 Togo
2006-06-14,Germany,Poland,1,0,FIFA World Cup,Dortmund,Germany,False,June,2006,1,1,2000,Germany,True,False,Germany 1 - 0 Poland
2006-06-14,Spain,Ukraine,4,0,FIFA World Cup,Leipzig,Germany,True,June,2006,4,4,2000,Spain,True,True,Spain 4 - 0 Ukraine
2006-06-14,Tunisia,Saudi Arabia,2,2,FIFA World Cup,Munich,Germany,True,June,2006,0,4,2000,Draw,True,False,Tunisia 2 - 2 Saudi Arabia
2006-06-15,Ecuador,Costa Rica,3,0,FIFA World Cup,Hamburg,Germany,True,June,2006,3,3,2000,Ecuador,True,False,Ecuador 3 - 0 Costa Rica
2006-06-15,England,Trinidad and Tobago,2,0,FIFA World Cup,Nuremberg,Germany,True,June,2006,2,2,2000,England,True,False,England 2 - 0 Trinidad and Tobago
2006-06-15,Sweden,Paraguay,1,0,FIFA World Cup,Berlin,Germany,True,June,2006,1,1,2000,Sweden,True,False,Sweden 1 - 0 Paraguay
2006-06-16,Argentina,Serbia,6,0,FIFA World Cup,Gelsenkirchen,Germany,True,June,2006,6,6,2000,Argentina,True,True,Argentina 6 - 0 Serbia
2006-06-16,Mexico,Angola,0,0,FIFA World Cup,Hanover,Germany,True,June,2006,0,0,2000,Draw,True,False,Mexico 0 - 0 Angola
2006-06-16,Netherlands,Ivory Coast,2,1,FIFA World Cup,Stuttgart,Germany,True,June,2006,1,3,2000,Netherlands,True,False,Netherlands 2 - 1 Ivory Coast
2006-06-17,Czech Republic,Ghana,0,2,FIFA World Cup,Cologne,Germany,True,June,2006,-2,2,2000,Ghana,True,False,Czech Republic 0 - 2 Ghana
2006-06-17,Italy,United States,1,1,FIFA World Cup,Kaiserslautern,Germany,True,June,2006,0,2,2000,Draw,True,False,Italy 1 - 1 United States
2006-06-17,Portugal,Iran,2,0,FIFA World Cup,Frankfurt am Main,Germany,True,June,2006,2,2,2000,Portugal,True,False,Portugal 2 - 0 Iran
2006-06-18,Brazil,Australia,2,0,FIFA World Cup,Munich,Germany,True,June,2006,2,2,2000,Brazil,True,False,Brazil 2 - 0 Australia
2006-06-18,France,South Korea,1,1,FIFA World Cup,Leipzig,Germany,True,June,2006,0,2,2000,Draw,True,False,France 1 - 1 South Korea
2006-06-18,Japan,Croatia,0,0,FIFA World Cup,Nuremberg,Germany,True,June,2006,0,0,2000,Draw,True,False,Japan 0 - 0 Croatia
2006-06-19,Saudi Arabia,Ukraine,0,4,FIFA World Cup,Hamburg,Germany,True,June,2006,-4,4,2000,Ukraine,True,True,Saudi Arabia 0 - 4 Ukraine
2006-06-19,Spain,Tunisia,3,1,FIFA World Cup,Stuttgart,Germany,True,June,2006,2,4,2000,Spain,True,False,Spain 3 - 1 Tunisia
2006-06-19,Togo,Switzerland,0,2,FIFA World Cup,Dortmund,Germany,True,June,2006,-2,2,2000,Switzerland,True,False,Togo 0 - 2 Switzerland
2006-06-20,Costa Rica,Poland,1,2,FIFA World Cup,Hanover,Germany,True,June,2006,-1,3,2000,Poland,True,False,Costa Rica 1 - 2 Poland
2006-06-20,Germany,Ecuador,3,0,FIFA World Cup,Berlin,Germany,False,June,2006,3,3,2000,Germany,True,False,Germany 3 - 0 Ecuador
2006-06-20,Paraguay,Trinidad and Tobago,2,0,FIFA World Cup,Kaiserslautern,Germany,True,June,2006,2,2,2000,Paraguay,True,False,Paraguay 2 - 0 Trinidad and Tobago
2006-06-20,Sweden,England,2,2,FIFA World Cup,Cologne,Germany,True,June,2006,0,4,2000,Draw,True,False,Sweden 2 - 2 England
2006-06-21,Iran,Angola,1,1,FIFA World Cup,Leipzig,Germany,True,June,2006,0,2,2000,Draw,True,False,Iran 1 - 1 Angola
2006-06-21,Ivory Coast,Serbia,3,2,FIFA World Cup,Munich,Germany,True,June,2006,1,5,2000,Ivory Coast,True,False,Ivory Coast 3 - 2 Serbia
2006-06-21,Netherlands,Argentina,0,0,FIFA World Cup,Frankfurt am Main,Germany,True,June,2006,0,0,2000,Draw,True,False,Netherlands 0 - 0 Argentina
2006-06-21,Portugal,Mexico,2,1,FIFA World Cup,Gelsenkirchen,Germany,True,June,2006,1,3,2000,Portugal,True,False,Portugal 2 - 1 Mexico
2006-06-22,Croatia,Australia,2,2,FIFA World Cup,Stuttgart,Germany,True,June,2006,0,4,2000,Draw,True,False,Croatia 2 - 2 Australia
2006-06-22,Czech Republic,Italy,0,2,FIFA World Cup,Hamburg,Germany,True,June,2006,-2,2,2000,Italy,True,False,Czech Republic 0 - 2 Italy
2006-06-22,Ghana,United States,2,1,FIFA World Cup,Nuremberg,Germany,True,June,2006,1,3,2000,Ghana,True,False,Ghana 2 - 1 United States
2006-06-22,Japan,Brazil,1,4,FIFA World Cup,Dortmund,Germany,True,June,2006,-3,5,2000,Brazil,True,False,Japan 1 - 4 Brazil
2006-06-23,Saudi Arabia,Spain,0,1,FIFA World Cup,Kaiserslautern,Germany,True,June,2006,-1,1,2000,Spain,True,False,Saudi Arabia 0 - 1 Spain
2006-06-23,Switzerland,South Korea,2,0,FIFA World Cup,Hanover,Germany,True,June,2006,2,2,2000,Switzerland,True,False,Switzerland 2 - 0 South Korea
2006-06-23,Togo,France,0,2,FIFA World Cup,Cologne,Germany,True,June,2006,-2,2,2000,France,True,False,Togo 0 - 2 France
2006-06-23,Ukraine,Tunisia,1,0,FIFA World Cup,Berlin,Germany,True,June,2006,1,1,2000,Ukraine,True,False,Ukraine 1 - 0 Tunisia
2006-06-24,Argentina,Mexico,2,1,FIFA World Cup,Leipzig,Germany,True,June,2006,1,3,2000,Argentina,True,False,Argentina 2 - 1 Mexico
2006-06-24,Germany,Sweden,2,0,FIFA World Cup,Munich,Germany,False,June,2006,2,2,2000,Germany,True,False,Germany 2 - 0 Sweden
2006-06-25,England,Ecuador,1,0,FIFA World Cup,Stuttgart,Germany,True,June,2006,1,1,2000,England,True,False,England 1 - 0 Ecuador
2006-06-25,Portugal,Netherlands,1,0,FIFA World Cup,Nuremberg,Germany,True,June,2006,1,1,2000,Portugal,True,False,Portugal 1 - 0 Netherlands
2006-06-26,Italy,Australia,1,0,FIFA World Cup,Kaiserslautern,Germany,True,June,2006,1,1,2000,Italy,True,False,Italy 1 - 0 Australia
2006-06-26,Switzerland,Ukraine,0,0,FIFA World Cup,Cologne,Germany,True,June,2006,0,0,2000,Draw,True,False,Switzerland 0 - 0 Ukraine
2006-06-27,Brazil,Ghana,3,0,FIFA World Cup,Dortmund,Germany,True,June,2006,3,3,2000,Brazil,True,False,Brazil 3 - 0 Ghana
2006-06-27,Spain,France,1,3,FIFA World Cup,Hanover,Germany,True,June,2006,-2,4,2000,France,True,False,Spain 1 - 3 France
2006-06-30,Germany,Argentina,1,1,FIFA World Cup,Berlin,Germany,False,June,2006,0,2,2000,Draw,True,False,Germany 1 - 1 Argentina
2006-06-30,Italy,Ukraine,3,0,FIFA World Cup,Hamburg,Germany,True,June,2006,3,3,2000,Italy,True,False,Italy 3 - 0 Ukraine
2006-07-01,Brazil,France,0,1,FIFA World Cup,Frankfurt am Main,Germany,True,July,2006,-1,1,2000,France,True,False,Brazil 0 - 1 France
2006-07-01,England,Portugal,0,0,FIFA World Cup,Gelsenkirchen,Germany,True,July,2006,0,0,2000,Draw,True,False,England 0 - 0 Portugal
2006-07-04,Germany,Italy,0,2,FIFA World Cup,Dortmund,Germany,False,July,2006,-2,2,2000,Italy,True,False,Germany 0 - 2 Italy
2006-07-05,Portugal,France,0,1,FIFA World Cup,Munich,Germany,True,July,2006,-1,1,2000,France,True,False,Portugal 0 - 1 France
2006-07-08,Germany,Portugal,3,1,FIFA World Cup,Stuttgart,Germany,False,July,2006,2,4,2000,Germany,True,False,Germany 3 - 1 Portugal
2006-07-09,Italy,France,1,1,FIFA World Cup,Berlin,Germany,True,July,2006,0,2,2000,Draw,True,False,Italy 1 - 1 France
2010-06-11,South Africa,Mexico,1,1,FIFA World Cup,Johannesburg,South Africa,False,June,2010,0,2,2010,Draw,True,False,South Africa 1 - 1 Mexico
2010-06-11,Uruguay,France,0,0,FIFA World Cup,Cape Town,South Africa,True,June,2010,0,0,2010,Draw,True,False,Uruguay 0 - 0 France
2010-06-12,Argentina,Nigeria,1,0,FIFA World Cup,Johannesburg,South Africa,True,June,2010,1,1,2010,Argentina,True,False,Argentina 1 - 0 Nigeria
2010-06-12,England,United States,1,1,FIFA World Cup,Rustenburg,South Africa,True,June,2010,0,2,2010,Draw,True,False,England 1 - 1 United States
2010-06-12,South Korea,Greece,2,0,FIFA World Cup,Port Elizabeth,South Africa,True,June,2010,2,2,2010,South Korea,True,False,South Korea 2 - 0 Greece
2010-06-13,Algeria,Slovenia,0,1,FIFA World Cup,Polokwane,South Africa,True,June,2010,-1,1,2010,Slovenia,True,False,Algeria 0 - 1 Slovenia
2010-06-13,Germany,Australia,4,0,FIFA World Cup,Durban,South Africa,True,June,2010,4,4,2010,Germany,True,True,Germany 4 - 0 Australia
2010-06-13,Serbia,Ghana,0,1,FIFA World Cup,Pretoria,South Africa,True,June,2010,-1,1,2010,Ghana,True,False,Serbia 0 - 1 Ghana
2010-06-14,Italy,Paraguay,1,1,FIFA World Cup,Cape Town,South Africa,True,June,2010,0,2,2010,Draw,True,False,Italy 1 - 1 Paraguay
2010-06-14,Japan,Cameroon,1,0,FIFA World Cup,Bloemfontein,South Africa,True,June,2010,1,1,2010,Japan,True,False,Japan 1 - 0 Cameroon
2010-06-14,Netherlands,Denmark,2,0,FIFA World Cup,Johannesburg,South Africa,True,June,2010,2,2,2010,Netherlands,True,False,Netherlands 2 - 0 Denmark
2010-06-15,Brazil,North Korea,2,1,FIFA World Cup,Johannesburg,South Africa,True,June,2010,1,3,2010,Brazil,True,False,Brazil 2 - 1 North Korea
2010-06-15,Ivory Coast,Portugal,0,0,FIFA World Cup,Port Elizabeth,South Africa,True,June,2010,0,0,2010,Draw,True,False,Ivory Coast 0 - 0 Portugal
2010-06-15,New Zealand,Slovakia,1,1,FIFA World Cup,Rustenburg,South Africa,True,June,2010,0,2,2010,Draw,True,False,New Zealand 1 - 1 Slovakia
2010-06-16,Honduras,Chile,0,1,FIFA World Cup,Nelspruit,South Africa,True,June,2010,-1,1,2010,Chile,True,False,Honduras 0 - 1 Chile
2010-06-16,South Africa,Uruguay,0,3,FIFA World Cup,Pretoria,South Africa,False,June,2010,-3,3,2010,Uruguay,True,False,South Africa 0 - 3 Uruguay
2010-06-16,Spain,Switzerland,0,1,FIFA World Cup,Durban,South Africa,True,June,2010,-1,1,2010,Switzerland,True,False,Spain 0 - 1 Switzerland
2010-06-17,Argentina,South Korea,4,1,FIFA World Cup,Johannesburg,South Africa,True,June,2010,3,5,2010,Argentina,True,False,Argentina 4 - 1 South Korea
2010-06-17,France,Mexico,0,2,FIFA World Cup,Polokwane,South Africa,True,June,2010,-2,2,2010,Mexico,True,False,France 0 - 2 Mexico
2010-06-17,Greece,Nigeria,2,1,FIFA World Cup,Bloemfontein,South Africa,True,June,2010,1,3,2010,Greece,True,False,Greece 2 - 1 Nigeria
2010-06-18,England,Algeria,0,0,FIFA World Cup,Cape Town,South Africa,True,June,2010,0,0,2010,Draw,True,False,England 0 - 0 Algeria
2010-06-18,Germany,Serbia,0,1,FIFA World Cup,Port Elizabeth,South Africa,True,June,2010,-1,1,2010,Serbia,True,False,Germany 0 - 1 Serbia
2010-06-18,Slovenia,United States,2,2,FIFA World Cup,Johannesburg,South Africa,True,June,2010,0,4,2010,Draw,True,False,Slovenia 2 - 2 United States
2010-06-19,Cameroon,Denmark,1,2,FIFA World Cup,Pretoria,South Africa,True,June,2010,-1,3,2010,Denmark,True,False,Cameroon 1 - 2 Denmark
2010-06-19,Ghana,Australia,1,1,FIFA World Cup,Rustenburg,South Africa,True,June,2010,0,2,2010,Draw,True,False,Ghana 1 - 1 Australia
2010-06-19,Netherlands,Japan,1,0,FIFA World Cup,Durban,South Africa,True,June,2010,1,1,2010,Netherlands,True,False,Netherlands 1 - 0 Japan
2010-06-20,Brazil,Ivory Coast,3,1,FIFA World Cup,Johannesburg,South Africa,True,June,2010,2,4,2010,Brazil,True,False,Brazil 3 - 1 Ivory Coast
2010-06-20,Italy,New Zealand,1,1,FIFA World Cup,Nelspruit,South Africa,True,June,2010,0,2,2010,Draw,True,False,Italy 1 - 1 New Zealand
2010-06-20,Slovakia,Paraguay,0,2,FIFA World Cup,Bloemfontein,South Africa,True,June,2010,-2,2,2010,Paraguay,True,False,Slovakia 0 - 2 Paraguay
2010-06-21,Chile,Switzerland,1,0,FIFA World Cup,Port Elizabeth,South Africa,True,June,2010,1,1,2010,Chile,True,False,Chile 1 - 0 Switzerland
2010-06-21,Portugal,North Korea,7,0,FIFA World Cup,Cape Town,South Africa,True,June,2010,7,7,2010,Portugal,True,True,Portugal 7 - 0 North Korea
2010-06-21,Spain,Honduras,2,0,FIFA World Cup,Johannesburg,South Africa,True,June,2010,2,2,2010,Spain,True,False,Spain 2 - 0 Honduras
2010-06-22,Greece,Argentina,0,2,FIFA World Cup,Polokwane,South Africa,True,June,2010,-2,2,2010,Argentina,True,False,Greece 0 - 2 Argentina
2010-06-22,Mexico,Uruguay,0,1,FIFA World Cup,Rustenburg,South Africa,True,June,2010,-1,1,2010,Uruguay,True,False,Mexico 0 - 1 Uruguay
2010-06-22,Nigeria,South Korea,2,2,FIFA World Cup,Durban,South Africa,True,June,2010,0,4,2010,Draw,True,False,Nigeria 2 - 2 South Korea
2010-06-22,South Africa,France,2,1,FIFA World Cup,Bloemfontein,South Africa,False,June,2010,1,3,2010,South Africa,True,False,South Africa 2 - 1 France
2010-06-23,Australia,Serbia,2,1,FIFA World Cup,Nelspruit,South Africa,True,June,2010,1,3,2010,Australia,True,False,Australia 2 - 1 Serbia
2010-06-23,Ghana,Germany,0,1,FIFA World Cup,Johannesburg,South Africa,True,June,2010,-1,1,2010,Germany,True,False,Ghana 0 - 1 Germany
2010-06-23,Slovenia,England,0,1,FIFA World Cup,Port Elizabeth,South Africa,True,June,2010,-1,1,2010,England,True,False,Slovenia 0 - 1 England
2010-06-23,United States,Algeria,1,0,FIFA World Cup,Pretoria,South Africa,True,June,2010,1,1,2010,United States,True,False,United States 1 - 0 Algeria
2010-06-24,Cameroon,Netherlands,1,2,FIFA World Cup,Cape Town,South Africa,True,June,2010,-1,3,2010,Netherlands,True,False,Cameroon 1 - 2 Netherlands
2010-06-24,Denmark,Japan,1,3,FIFA World Cup,Rustenburg,South Africa,True,June,2010,-2,4,2010,Japan,True,False,Denmark 1 - 3 Japan
2010-06-24,Paraguay,New Zealand,0,0,FIFA World Cup,Polokwane,South Africa,True,June,2010,0,0,2010,Draw,True,False,Paraguay 0 - 0 New Zealand
2010-06-24,Slovakia,Italy,3,2,FIFA World Cup,Johannesburg,South Africa,True,June,2010,1,5,2010,Slovakia,True,False,Slovakia 3 - 2 Italy
2010-06-25,Chile,Spain,1,2,FIFA World Cup,Pretoria,South Africa,True,June,2010,-1,3,2010,Spain,True,False,Chile 1 - 2 Spain
2010-06-25,North Korea,Ivory Coast,0,3,FIFA World Cup,Nelspruit,South Africa,True,June,2010,-3,3,2010,Ivory Coast,True,False,North Korea 0 - 3 Ivory Coast
2010-06-25,Portugal,Brazil,0,0,FIFA World Cup,Durban,South Africa,True,June,2010,0,0,2010,Draw,True,False,Portugal 0 - 0 Brazil
2010-06-25,Switzerland,Honduras,0,0,FIFA World Cup,Bloemfontein,South Africa,True,June,2010,0,0,2010,Draw,True,False,Switzerland 0 - 0 Honduras
2010-06-26,Uruguay,South Korea,2,1,FIFA World Cup,Port Elizabeth,South Africa,True,June,2010,1,3,2010,Uruguay,True,False,Uruguay 2 - 1 South Korea
2010-06-26,United States,Ghana,1,2,FIFA World Cup,Rustenburg,South Africa,True,June,2010,-1,3,2010,Ghana,True,False,United States 1 - 2 Ghana
2010-06-27,Argentina,Mexico,3,1,FIFA World Cup,Johannesburg,South Africa,True,June,2010,2,4,2010,Argentina,True,False,Argentina 3 - 1 Mexico
2010-06-27,Germany,England,4,1,FIFA World Cup,Bloemfontein,South Africa,True,June,2010,3,5,2010,Germany,True,False,Germany 4 - 1 England
2010-06-28,Brazil,Chile,3,0,FIFA World Cup,Johannesburg,South Africa,True,June,2010,3,3,2010,Brazil,True,False,Brazil 3 - 0 Chile
2010-06-28,Netherlands,Slovakia,2,1,FIFA World Cup,Durban,South Africa,True,June,2010,1,3,2010,Netherlands,True,False,Netherlands 2 - 1 Slovakia
2010-06-29,Paraguay,Japan,0,0,FIFA World Cup,Pretoria,South Africa,True,June,2010,0,0,2010,Draw,True,False,Paraguay 0 - 0 Japan
2010-06-29,Spain,Portugal,1,0,FIFA World Cup,Cape Town,South Africa,True,June,2010,1,1,2010,Spain,True,False,Spain 1 - 0 Portugal
2010-07-02,Netherlands,Brazil,2,1,FIFA World Cup,Port Elizabeth,South Africa,True,July,2010,1,3,2010,Netherlands,True,False,Netherlands 2 - 1 Brazil
2010-07-02,Uruguay,Ghana,1,1,FIFA World Cup,Johannesburg,South Africa,True,July,2010,0,2,2010,Draw,True,False,Uruguay 1 - 1 Ghana
2010-07-03,Argentina,Germany,0,4,FIFA World Cup,Cape Town,South Africa,True,July,2010,-4,4,2010,Germany,True,True,Argentina 0 - 4 Germany
2010-07-03,Paraguay,Spain,0,1,FIFA World Cup,Johannesburg,South Africa,True,July,2010,-1,1,2010,Spain,True,False,Paraguay 0 - 1 Spain
2010-07-06,Uruguay,Netherlands,2,3,FIFA World Cup,Cape Town,South Africa,True,July,2010,-1,5,2010,Netherlands,True,False,Uruguay 2 - 3 Netherlands
2010-07-07,Germany,Spain,0,1,FIFA World Cup,Durban,South Africa,True,July,2010,-1,1,2010,Spain,True,False,Germany 0 - 1 Spain
2010-07-10,Uruguay,Germany,2,3,FIFA World Cup,Port Elizabeth,South Africa,True,July,2010,-1,5,2010,Germany,True,False,Uruguay 2 - 3 Germany
2010-07-11,Netherlands,Spain,0,1,FIFA World Cup,Johannesburg,South Africa,True,July,2010,-1,1,2010,Spain,True,False,Netherlands 0 - 1 Spain
2014-06-12,Brazil,Croatia,3,1,FIFA World Cup,São Paulo,Brazil,False,June,2014,2,4,2010,Brazil,True,False,Brazil 3 - 1 Croatia
2014-06-13,Chile,Australia,3,1,FIFA World Cup,Cuiabá,Brazil,True,June,2014,2,4,2010,Chile,True,False,Chile 3 - 1 Australia
2014-06-13,Mexico,Cameroon,1,0,FIFA World Cup,Natal,Brazil,True,June,2014,1,1,2010,Mexico,True,False,Mexico 1 - 0 Cameroon
2014-06-13,Spain,Netherlands,1,5,FIFA World Cup,Salvador,Brazil,True,June,2014,-4,6,2010,Netherlands,True,True,Spain 1 - 5 Netherlands
2014-06-14,Colombia,Greece,3,0,FIFA World Cup,Belo Horizonte,Brazil,True,June,2014,3,3,2010,Colombia,True,False,Colombia 3 - 0 Greece
2014-06-14,England,Italy,1,2,FIFA World Cup,Manaus,Brazil,True,June,2014,-1,3,2010,Italy,True,False,England 1 - 2 Italy
2014-06-14,Ivory Coast,Japan,2,1,FIFA World Cup,Recife,Brazil,True,June,2014,1,3,2010,Ivory Coast,True,False,Ivory Coast 2 - 1 Japan
2014-06-14,Uruguay,Costa Rica,1,3,FIFA World Cup,Fortaleza,Brazil,True,June,2014,-2,4,2010,Costa Rica,True,False,Uruguay 1 - 3 Costa Rica
2014-06-15,Argentina,Bosnia and Herzegovina,2,1,FIFA World Cup,Rio de Janeiro,Brazil,True,June,2014,1,3,2010,Argentina,True,False,Argentina 2 - 1 Bosnia and Herzegovina
2014-06-15,France,Honduras,3,0,FIFA World Cup,Porto Alegre,Brazil,True,June,2014,3,3,2010,France,True,False,France 3 - 0 Honduras
2014-06-15,Switzerland,Ecuador,2,1,FIFA World Cup,Brasília,Brazil,True,June,2014,1,3,2010,Switzerland,True,False,Switzerland 2 - 1 Ecuador
2014-06-16,Germany,Portugal,4,0,FIFA World Cup,Salvador,Brazil,True,June,2014,4,4,2010,Germany,True,True,Germany 4 - 0 Portugal
2014-06-16,Ghana,United States,1,2,FIFA World Cup,Natal,Brazil,True,June,2014,-1,3,2010,United States,True,False,Ghana 1 - 2 United States
2014-06-16,Iran,Nigeria,0,0,FIFA World Cup,Curitiba,Brazil,True,June,2014,0,0,2010,Draw,True,False,Iran 0 - 0 Nigeria
2014-06-17,Belgium,Algeria,2,1,FIFA World Cup,Belo Horizonte,Brazil,True,June,2014,1,3,2010,Belgium,True,False,Belgium 2 - 1 Algeria
2014-06-17,Brazil,Mexico,0,0,FIFA World Cup,Fortaleza,Brazil,False,June,2014,0,0,2010,Draw,True,False,Brazil 0 - 0 Mexico
2014-06-17,Russia,South Korea,1,1,FIFA World Cup,Cuiabá,Brazil,True,June,2014,0,2,2010,Draw,True,False,Russia 1 - 1 South Korea
2014-06-18,Australia,Netherlands,2,3,FIFA World Cup,Curitiba,Brazil,True,June,2014,-1,5,2010,Netherlands,True,False,Australia 2 - 3 Netherlands
2014-06-18,Cameroon,Croatia,0,4,FIFA World Cup,Manaus,Brazil,True,June,2014,-4,4,2010,Croatia,True,True,Cameroon 0 - 4 Croatia
2014-06-18,Spain,Chile,0,2,FIFA World Cup,Rio de Janeiro,Brazil,True,June,2014,-2,2,2010,Chile,True,False,Spain 0 - 2 Chile
2014-06-19,Colombia,Ivory Coast,2,1,FIFA World Cup,Brasília,Brazil,True,June,2014,1,3,2010,Colombia,True,False,Colombia 2 - 1 Ivory Coast
2014-06-19,Japan,Greece,0,0,FIFA World Cup,Natal,Brazil,True,June,2014,0,0,2010,Draw,True,False,Japan 0 - 0 Greece
2014-06-19,Uruguay,England,2,1,FIFA World Cup,São Paulo,Brazil,True,June,2014,1,3,2010,Uruguay,True,False,Uruguay 2 - 1 England
2014-06-20,Honduras,Ecuador,1,2,FIFA World Cup,Curitiba,Brazil,True,June,2014,-1,3,2010,Ecuador,True,False,Honduras 1 - 2 Ecuador
2014-06-20,Italy,Costa Rica,0,1,FIFA World Cup,Recife,Brazil,True,June,2014,-1,1,2010,Costa Rica,True,False,Italy 0 - 1 Costa Rica
2014-06-20,Switzerland,France,2,5,FIFA World Cup,Salvador,Brazil,True,June,2014,-3,7,2010,France,True,False,Switzerland 2 - 5 France
2014-06-21,Argentina,Iran,1,0,FIFA World Cup,Belo Horizonte,Brazil,True,June,2014,1,1,2010,Argentina,True,False,Argentina 1 - 0 Iran
2014-06-21,Germany,Ghana,2,2,FIFA World Cup,Fortaleza,Brazil,True,June,2014,0,4,2010,Draw,True,False,Germany 2 - 2 Ghana
2014-06-21,Nigeria,Bosnia and Herzegovina,1,0,FIFA World Cup,Cuiabá,Brazil,True,June,2014,1,1,2010,Nigeria,True,False,Nigeria 1 - 0 Bosnia and Herzegovina
2014-06-22,Belgium,Russia,1,0,FIFA World Cup,Rio de Janeiro,Brazil,True,June,2014,1,1,2010,Belgium,True,False,Belgium 1 - 0 Russia
2014-06-22,South Korea,Algeria,2,4,FIFA World Cup,Porto Alegre,Brazil,True,June,2014,-2,6,2010,Algeria,True,False,South Korea 2 - 4 Algeria
2014-06-22,United States,Portugal,2,2,FIFA World Cup,Manaus,Brazil,True,June,2014,0,4,2010,Draw,True,False,United States 2 - 2 Portugal
2014-06-23,Australia,Spain,0,3,FIFA World Cup,Curitiba,Brazil,True,June,2014,-3,3,2010,Spain,True,False,Australia 0 - 3 Spain
2014-06-23,Brazil,Cameroon,4,1,FIFA World Cup,Brasília,Brazil,False,June,2014,3,5,2010,Brazil,True,False,Brazil 4 - 1 Cameroon
2014-06-23,Croatia,Mexico,1,3,FIFA World Cup,Recife,Brazil,True,June,2014,-2,4,2010,Mexico,True,False,Croatia 1 - 3 Mexico
2014-06-23,Netherlands,Chile,2,0,FIFA World Cup,São Paulo,Brazil,True,June,2014,2,2,2010,Netherlands,True,False,Netherlands 2 - 0 Chile
2014-06-24,Costa Rica,England,0,0,FIFA World Cup,Belo Horizonte,Brazil,True,June,2014,0,0,2010,Draw,True,False,Costa Rica 0 - 0 England
2014-06-24,Greece,Ivory Coast,2,1,FIFA World Cup,Fortaleza,Brazil,True,June,2014,1,3,2010,Greece,True,False,Greece 2 - 1 Ivory Coast
2014-06-24,Italy,Uruguay,0,1,FIFA World Cup,Natal,Brazil,True,June,2014,-1,1,2010,Uruguay,True,False,Italy 0 - 1 Uruguay
2014-06-24,Japan,Colombia,1,4,FIFA World Cup,Cuiabá,Brazil,True,June,2014,-3,5,2010,Colombia,True,False,Japan 1 - 4 Colombia
2014-06-25,Bosnia and Herzegovina,Iran,3,1,FIFA World Cup,Salvador,Brazil,True,June,2014,2,4,2010,Bosnia and Herzegovina,True,False,Bosnia and Herzegovina 3 - 1 Iran
2014-06-25,Ecuador,France,0,0,FIFA World Cup,Rio de Janeiro,Brazil,True,June,2014,0,0,2010,Draw,True,False,Ecuador 0 - 0 France
2014-06-25,Honduras,Switzerland,0,3,FIFA World Cup,Manaus,Brazil,True,June,2014,-3,3,2010,Switzerland,True,False,Honduras 0 - 3 Switzerland
2014-06-25,Nigeria,Argentina,2,3,FIFA World Cup,Porto Alegre,Brazil,True,June,2014,-1,5,2010,Argentina,True,False,Nigeria 2 - 3 Argentina
2014-06-26,Algeria,Russia,1,1,FIFA World Cup,Curitiba,Brazil,True,June,2014,0,2,2010,Draw,True,False,Algeria 1 - 1 Russia
2014-06-26,South Korea,Belgium,0,1,FIFA World Cup,São Paulo,Brazil,True,June,2014,-1,1,2010,Belgium,True,False,South Korea 0 - 1 Belgium
2014-06-26,Portugal,Ghana,2,1,FIFA World Cup,Brasília,Brazil,True,June,2014,1,3,2010,Portugal,True,False,Portugal 2 - 1 Ghana
2014-06-26,United States,Germany,0,1,FIFA World Cup,Recife,Brazil,True,June,2014,-1,1,2010,Germany,True,False,United States 0 - 1 Germany
2014-06-28,Brazil,Chile,1,1,FIFA World Cup,Belo Horizonte,Brazil,False,June,2014,0,2,2010,Draw,True,False,Brazil 1 - 1 Chile
2014-06-28,Colombia,Uruguay,2,0,FIFA World Cup,Rio de Janeiro,Brazil,True,June,2014,2,2,2010,Colombia,True,False,Colombia 2 - 0 Uruguay
2014-06-29,Costa Rica,Greece,1,1,FIFA World Cup,Recife,Brazil,True,June,2014,0,2,2010,Draw,True,False,Costa Rica 1 - 1 Greece
2014-06-29,Netherlands,Mexico,2,1,FIFA World Cup,Fortaleza,Brazil,True,June,2014,1,3,2010,Netherlands,True,False,Netherlands 2 - 1 Mexico
2014-06-30,France,Nigeria,2,0,FIFA World Cup,Brasília,Brazil,True,June,2014,2,2,2010,France,True,False,France 2 - 0 Nigeria
2014-06-30,Germany,Algeria,2,1,FIFA World Cup,Porto Alegre,Brazil,True,June,2014,1,3,2010,Germany,True,False,Germany 2 - 1 Algeria
2014-07-01,Argentina,Switzerland,1,0,FIFA World Cup,São Paulo,Brazil,True,July,2014,1,1,2010,Argentina,True,False,Argentina 1 - 0 Switzerland
